edge_id	source	target	interaction	edge_type	evidence	is_direct_alignment	cluster_representative	cluster_size	cluster_visibility_in_original_network	raw_m8_query	raw_m8_target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits
A0A3Q8Q3U2__direct_alignment__M4R1G6	A0A3Q8Q3U2	M4R1G6	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	M4R1G6	0.241	62	28	6	30	75	27	85	8.953E-02	30
A0A3Q8Q3U2__direct_alignment__A0A1V0SAH7	A0A3Q8Q3U2	A0A1V0SAH7	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1V0SAH7	0.500	12	4	1	235	244	133	144	7.799E+00	24
A0A3Q8Q3U2__direct_alignment__A0A346FKF4	A0A3Q8Q3U2	A0A346FKF4	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A346FKF4	0.296	27	10	4	18	37	88	112	5.669E+00	24
A0A3Q8Q3U2__direct_alignment__A0A6J5KTT4	A0A3Q8Q3U2	A0A6J5KTT4	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5KTT4	0.250	24	16	2	54	76	64	86	6.075E-01	27
A0A3Q8Q3U2__direct_alignment__A0A6J7WK33	A0A3Q8Q3U2	A0A6J7WK33	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J7WK33	0.235	34	15	3	8	34	12	41	7.799E+00	24
A0A3Q8Q3U2__cluster_membership__A0A6J7X974	A0A3Q8Q3U2	A0A6J7X974	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A6N1NK79	A0A3Q8Q3U2	A0A6N1NK79	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6N1NK79	0.202	74	34	7	151	202	165	235	2.674E-03	35
A0A3Q8Q3U2__direct_alignment__A0A7D3UQN3	A0A3Q8Q3U2	A0A7D3UQN3	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A7D3UQN3	0.303	122	34	15	16	106	119	220	1.319E-02	33
A0A3Q8Q3U2__direct_alignment__A0A7D3UV11	A0A3Q8Q3U2	A0A7D3UV11	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A7D3UV11	0.444	18	3	1	129	146	50	60	2.177E+00	25
A0A3Q8Q3U2__direct_alignment__M4QT82	A0A3Q8Q3U2	M4QT82	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	M4QT82	0.344	29	12	3	21	45	10	35	1.319E-02	33
A0A3Q8Q3U2__direct_alignment__A0A2P0VP94	A0A3Q8Q3U2	A0A2P0VP94	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A2P0VP94	0.291	72	20	10	18	75	5	59	6.507E-02	30
A0A3Q8Q3U2__direct_alignment__A0A1V0SJT4	A0A3Q8Q3U2	A0A1V0SJT4	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1V0SJT4	0.240	75	24	5	187	250	168	220	4.415E-01	28
A0A3Q8Q3U2__direct_alignment__A0A8F2IW62	A0A3Q8Q3U2	A0A8F2IW62	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A8F2IW62	0.289	76	25	7	147	201	98	165	8.358E-01	27
A0A3Q8Q3U2__direct_alignment__A0A0N7KVR5	A0A3Q8Q3U2	A0A0N7KVR5	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A0N7KVR5	0.333	42	13	5	26	53	227	267	4.415E-01	28
A0A3Q8Q3U2__cluster_membership__A0A6J5P3W7	A0A3Q8Q3U2	A0A6J5P3W7	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A6J7WV00	A0A3Q8Q3U2	A0A6J7WV00	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J7WV00	0.337	80	25	10	180	245	59	124	1.412E-03	36
A0A3Q8Q3U2__cluster_membership__A0A8D9CDT0	A0A3Q8Q3U2	A0A8D9CDT0	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__cluster_membership__A0A6J7WXJ1	A0A3Q8Q3U2	A0A6J7WXJ1	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A5J6VJM5	A0A3Q8Q3U2	A0A5J6VJM5	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5J6VJM5	0.211	246	78	24	33	233	146	320	3.437E-02	31
A0A3Q8Q3U2__direct_alignment__A0A6J5M9I3	A0A3Q8Q3U2	A0A6J5M9I3	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5M9I3	0.323	65	20	10	22	69	8	65	1.582E+00	26
A0A3Q8Q3U2__direct_alignment__A0A6J7WYC1	A0A3Q8Q3U2	A0A6J7WYC1	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J7WYC1	0.333	54	12	5	216	247	122	173	1.695E-01	29
A0A3Q8Q3U2__direct_alignment__W6JIU6	A0A3Q8Q3U2	W6JIU6	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	W6JIU6	0.333	54	18	7	11	54	86	131	1.943E-03	35
A0A3Q8Q3U2__direct_alignment__A0A8D9CDA7	A0A3Q8Q3U2	A0A8D9CDA7	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A8D9CDA7	0.333	63	20	10	28	83	72	119	1.943E-03	35
A0A3Q8Q3U2__direct_alignment__A0A0F7L2F7	A0A3Q8Q3U2	A0A0F7L2F7	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A0F7L2F7	0.297	74	26	7	14	69	9	74	7.974E-05	40
A0A3Q8Q3U2__direct_alignment__A0A5Q2W8M2	A0A3Q8Q3U2	A0A5Q2W8M2	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5Q2W8M2	0.288	90	24	12	15	76	10	87	5.417E-04	37
A0A3Q8Q3U2__cluster_membership__A0A6J5NRS4	A0A3Q8Q3U2	A0A6J5NRS4	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__G8DH22	A0A3Q8Q3U2	G8DH22	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	G8DH22	0.205	78	32	6	16	75	51	116	5.669E+00	24
A0A3Q8Q3U2__direct_alignment__H9NC47	A0A3Q8Q3U2	H9NC47	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	H9NC47	0.333	42	9	6	34	59	258	296	1.815E-02	32
A0A3Q8Q3U2__direct_alignment__S0A439	A0A3Q8Q3U2	S0A439	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	S0A439	0.260	73	31	13	17	74	128	192	2.177E+00	25
A0A3Q8Q3U2__cluster_membership__A0A6J5MRQ0	A0A3Q8Q3U2	A0A6J5MRQ0	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__cluster_membership__A0A8S5V9B8	A0A3Q8Q3U2	A0A8S5V9B8	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__cluster_membership__A0A8D9FRY6	A0A3Q8Q3U2	A0A8D9FRY6	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__cluster_membership__A0A516KXV4	A0A3Q8Q3U2	A0A516KXV4	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A1V0SAE6	A0A3Q8Q3U2	A0A1V0SAE6	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1V0SAE6	0.242	107	30	10	162	250	433	506	1.026E-03	36
A0A3Q8Q3U2__direct_alignment__A0A1X9VNT6	A0A3Q8Q3U2	A0A1X9VNT6	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1X9VNT6	0.265	173	42	22	19	157	1	122	1.232E-01	30
A0A3Q8Q3U2__direct_alignment__A0A5J6VP67	A0A3Q8Q3U2	A0A5J6VP67	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5J6VP67	0.208	268	73	25	16	207	326	530	7.974E-05	40
A0A3Q8Q3U2__direct_alignment__A0A6J5KM12	A0A3Q8Q3U2	A0A6J5KM12	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5KM12	0.285	63	17	8	39	85	43	93	1.695E-01	29
A0A3Q8Q3U2__direct_alignment__A0A5Q2W8L0	A0A3Q8Q3U2	A0A5Q2W8L0	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5Q2W8L0	0.222	90	32	10	118	191	12	79	6.075E-01	27
A0A3Q8Q3U2__direct_alignment__A0A5J6VNH2	A0A3Q8Q3U2	A0A5J6VNH2	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5J6VNH2	0.229	96	27	11	171	227	17	104	8.358E-01	27
A0A3Q8Q3U2__cluster_membership__A0A5Q2W553	A0A3Q8Q3U2	A0A5Q2W553	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A6J5L7D2	A0A3Q8Q3U2	A0A6J5L7D2	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5L7D2	0.306	49	20	6	11	59	427	461	6.507E-02	30
A0A3Q8Q3U2__cluster_membership__A0A6J5P5Q4	A0A3Q8Q3U2	A0A6J5P5Q4	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A6J5PR19	A0A3Q8Q3U2	A0A6J5PR19	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5PR19	0.384	26	8	2	171	194	116	135	1.150E+00	26
A0A3Q8Q3U2__cluster_membership__A0A7M1RVD0	A0A3Q8Q3U2	A0A7M1RVD0	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A8S5VW02	A0A3Q8Q3U2	A0A8S5VW02	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A8S5VW02	0.267	56	22	5	154	201	43	87	4.120E+00	25
A0A3Q8Q3U2__direct_alignment__W5S5X7	A0A3Q8Q3U2	W5S5X7	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	W5S5X7	0.375	24	11	3	49	70	26	47	4.120E+00	25
A0A3Q8Q3U2__direct_alignment__A0A0P0YN31	A0A3Q8Q3U2	A0A0P0YN31	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A0P0YN31	0.253	79	17	8	15	71	144	202	3.437E-02	31
A0A3Q8Q3U2__direct_alignment__A0A0N9QZR6	A0A3Q8Q3U2	A0A0N9QZR6	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A0N9QZR6	0.265	64	32	9	18	79	6	56	3.209E-01	28
A0A3Q8Q3U2__cluster_membership__A0A3G5AGB1	A0A3Q8Q3U2	A0A3G5AGB1	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__cluster_membership__A0A7S5RHF0	A0A3Q8Q3U2	A0A7S5RHF0	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A481ZB57	A0A3Q8Q3U2	A0A481ZB57	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A481ZB57	0.297	47	11	5	33	72	136	167	1.150E+00	26
A0A3Q8Q3U2__direct_alignment__A0A481YV15	A0A3Q8Q3U2	A0A481YV15	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A481YV15	0.214	84	27	11	12	69	55	125	7.799E+00	24
A0A3Q8Q3U2__direct_alignment__A0A481ZCK8	A0A3Q8Q3U2	A0A481ZCK8	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A481ZCK8	0.244	45	21	5	146	179	260	302	3.209E-01	28
A0A3Q8Q3U2__direct_alignment__A0A5J6VIH2	A0A3Q8Q3U2	A0A5J6VIH2	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5J6VIH2	0.258	62	16	6	18	62	122	170	6.507E-02	30
A0A3Q8Q3U2__direct_alignment__A0A3G4ZTD4	A0A3Q8Q3U2	A0A3G4ZTD4	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G4ZTD4	0.207	111	38	13	174	250	192	286	3.437E-02	31
A0A3Q8Q3U2__direct_alignment__A0A481YR41	A0A3Q8Q3U2	A0A481YR41	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A481YR41	0.314	54	21	4	20	66	165	209	6.507E-02	30
A0A3Q8Q3U2__direct_alignment__A0A5J6VK65	A0A3Q8Q3U2	A0A5J6VK65	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5J6VK65	0.297	74	28	11	10	72	242	302	7.455E-04	37
A0A3Q8Q3U2__direct_alignment__A0A481Z5S5	A0A3Q8Q3U2	A0A481Z5S5	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A481Z5S5	0.257	132	59	13	146	251	560	678	5.063E-03	34
A0A3Q8Q3U2__direct_alignment__A0A4P6VP80	A0A3Q8Q3U2	A0A4P6VP80	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A4P6VP80	0.285	49	14	5	146	181	241	281	1.232E-01	30
A0A3Q8Q3U2__direct_alignment__A0A1V0SK48	A0A3Q8Q3U2	A0A1V0SK48	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1V0SK48	0.354	31	11	3	47	74	488	512	8.953E-02	30
A0A3Q8Q3U2__direct_alignment__A0A5J6VJV6	A0A3Q8Q3U2	A0A5J6VJV6	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5J6VJV6	0.321	28	14	2	40	66	70	93	1.150E+00	26
A0A3Q8Q3U2__cluster_membership__A0A6J5LU50	A0A3Q8Q3U2	A0A6J5LU50	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__cluster_membership__A0A7D0GP32	A0A3Q8Q3U2	A0A7D0GP32	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A6J5PPR0	A0A3Q8Q3U2	A0A6J5PPR0	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5PPR0	0.300	40	12	4	40	72	68	98	2.995E+00	25
A0A3Q8Q3U2__direct_alignment__A0A6J5T3W3	A0A3Q8Q3U2	A0A6J5T3W3	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5T3W3	0.250	60	23	6	187	240	995	1038	3.679E-03	35
A0A3Q8Q3U2__direct_alignment__A0A6J7WYT5	A0A3Q8Q3U2	A0A6J7WYT5	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J7WYT5	0.188	90	32	10	13	67	167	250	7.799E+00	24
A0A3Q8Q3U2__direct_alignment__A0A5J6VKB5	A0A3Q8Q3U2	A0A5J6VKB5	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5J6VKB5	0.261	134	41	21	152	250	342	452	7.455E-04	37
A0A3Q8Q3U2__direct_alignment__E3T541	A0A3Q8Q3U2	E3T541	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	E3T541	0.253	75	21	7	12	74	655	706	1.319E-02	33
A0A3Q8Q3U2__direct_alignment__UPI001E761E12	A0A3Q8Q3U2	UPI001E761E12	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	UPI001E761E12	0.241	62	32	8	16	74	4	53	4.729E-02	31
A0A3Q8Q3U2__cluster_membership__A0A6J5LRF4	A0A3Q8Q3U2	A0A6J5LRF4	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__cluster_membership__A0A6J5LZ99	A0A3Q8Q3U2	A0A6J5LZ99	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A3G5AJT7	A0A3Q8Q3U2	A0A3G5AJT7	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G5AJT7	0.250	56	19	5	158	198	64	111	1.695E-01	29
A0A3Q8Q3U2__direct_alignment__A0A2H4UUS7	A0A3Q8Q3U2	A0A2H4UUS7	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A2H4UUS7	0.280	89	23	13	9	77	78	145	1.232E-01	30
A0A3Q8Q3U2__direct_alignment__A0A5B8HVM2	A0A3Q8Q3U2	A0A5B8HVM2	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5B8HVM2	0.263	72	29	10	20	78	149	209	5.417E-04	37
A0A3Q8Q3U2__direct_alignment__A0A345MLL0	A0A3Q8Q3U2	A0A345MLL0	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A345MLL0	0.220	50	20	4	34	73	113	153	1.695E-01	29
A0A3Q8Q3U2__direct_alignment__A0A3G4ZSK1	A0A3Q8Q3U2	A0A3G4ZSK1	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G4ZSK1	0.251	127	29	15	145	242	3	92	4.415E-01	28
A0A3Q8Q3U2__cluster_membership__A7RBM8	A0A3Q8Q3U2	A7RBM8	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__A0A6J7X5Q0	A0A3Q8Q3U2	A0A6J7X5Q0	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J7X5Q0	0.168	77	38	9	12	72	634	700	3.209E-01	28
A0A3Q8Q3U2__cluster_membership__A0A7D7JJX1	A0A3Q8Q3U2	A0A7D7JJX1	cluster_membership	cluster_membership	same_foldseek_cluster_no_direct_rep_alignment_in_m8	0	A0A3Q8Q3U2	594	visible												
A0A3Q8Q3U2__direct_alignment__G3GQD3	A0A3Q8Q3U2	G3GQD3	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	G3GQD3	0.269	52	22	6	29	75	36	76	2.498E-02	32
A0A3Q8Q3U2__direct_alignment__A0A6J5PQ76	A0A3Q8Q3U2	A0A6J5PQ76	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5PQ76	0.218	87	28	9	13	74	62	133	3.437E-02	31
A0A3Q8Q3U2__direct_alignment__A0A481ZC42	A0A3Q8Q3U2	A0A481ZC42	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A481ZC42	0.219	73	36	7	16	70	39	108	8.953E-02	30
A0A3Q8Q3U2__direct_alignment__A0A5B8IQ41	A0A3Q8Q3U2	A0A5B8IQ41	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A5B8IQ41	0.267	56	24	7	156	207	91	133	4.415E-01	28
A0A3Q8Q3U2__direct_alignment__A0A6J7VNR9	A0A3Q8Q3U2	A0A6J7VNR9	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J7VNR9	0.312	16	11	0	159	174	127	142	1.150E+00	26
A0A3Q8Q3U2__direct_alignment__A0A8D9CAL9	A0A3Q8Q3U2	A0A8D9CAL9	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A8D9CAL9	0.283	53	22	7	15	61	224	266	8.358E-01	27
A0A3Q8Q3U2__direct_alignment__A0A1V0SL64	A0A3Q8Q3U2	A0A1V0SL64	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1V0SL64	0.272	99	35	12	159	248	431	501	2.079E-04	39
A0A3Q8Q3U2__direct_alignment__A0A0E3Z612	A0A3Q8Q3U2	A0A0E3Z612	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A0E3Z612	0.260	46	15	4	16	46	278	319	5.669E+00	24
A0A3Q8Q3U2__direct_alignment__A0A0N9QQH7	A0A3Q8Q3U2	A0A0N9QQH7	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A0N9QQH7	0.257	70	18	9	15	68	195	246	1.695E-01	29
A0A3Q8Q3U2__direct_alignment__A0A0P0YP80	A0A3Q8Q3U2	A0A0P0YP80	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A0P0YP80	0.209	81	23	6	23	73	108	177	8.358E-01	27
A0A3Q8Q3U2__direct_alignment__A0A0S1TQK4	A0A3Q8Q3U2	A0A0S1TQK4	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A0S1TQK4	0.222	144	50	12	139	247	189	305	6.075E-01	27
A0A3Q8Q3U2__direct_alignment__A0A142EZM3	A0A3Q8Q3U2	A0A142EZM3	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A142EZM3	0.200	50	15	4	20	67	68	94	4.120E+00	25
A0A3Q8Q3U2__direct_alignment__A0A1V0SAS7	A0A3Q8Q3U2	A0A1V0SAS7	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1V0SAS7	0.273	73	16	8	174	217	82	146	2.995E+00	25
A0A3Q8Q3U2__direct_alignment__A0A1V0SGD8	A0A3Q8Q3U2	A0A1V0SGD8	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1V0SGD8	0.236	55	16	4	182	229	59	94	1.232E-01	30
A0A3Q8Q3U2__direct_alignment__A0A1B1ISM5	A0A3Q8Q3U2	A0A1B1ISM5	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A1B1ISM5	0.236	72	28	11	18	75	33	91	4.120E+00	25
A0A3Q8Q3U2__direct_alignment__A0A3G5A1C1	A0A3Q8Q3U2	A0A3G5A1C1	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A3G5A1C1	0.250	16	12	0	15	30	191	206	2.177E+00	25
A0A3Q8Q3U2__direct_alignment__A0A6J5ND39	A0A3Q8Q3U2	A0A6J5ND39	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A6J5ND39	0.206	58	36	5	170	226	194	242	6.075E-01	27
A0A3Q8Q3U2__direct_alignment__Q80BJ1	A0A3Q8Q3U2	Q80BJ1	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	Q80BJ1	0.196	168	56	16	59	184	24	154	1.232E-01	30
A0A3Q8Q3U2__direct_alignment__A0A2I2L4I5	A0A3Q8Q3U2	A0A2I2L4I5	direct_alignment	direct_alignment	alignment_present_in_m8	1	A0A3Q8Q3U2	594	visible	A0A3Q8Q3U2	A0A2I2L4I5	0.411	34	14	3	195	223	3	35	3.679E-03	35
